-*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*-
Seq : 2 N:100
My:0.4663086,MEAN:0.4642039,MIN:0.4628906,MAX:0.4946289,Kurtosis:24.02826,Alteration:-0.003418297,RANGE:0.03173828,ENERGY:21.55086,POWER:0.2155087,RMS:0.4642291,STD:0.004835279,Variance:2.337992e-05,SKEW:0.0001060361,SLOPE : -0.01403809
Mz:0.09362793,MEAN:-0.07856196,MIN:-0.1090088,MAX:0.09362793,Kurtosis:25.39608,Alteration:-0.003418297,RANGE:0.2026367,ENERGY:0.7010438,POWER:0.007010438,RMS:0.08372836,STD:0.02895611,Variance:0.0008384562,SKEW:0.004102226,SLOPE : 0.03503418
-*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*-
Seq : 11 N:100
Ax:0.0625,MEAN:-0.1055542,MIN:-0.1574707,MAX:0.1654053,Kurtosis:19.29502,Alteration:-0.180664,RANGE:0.322876,ENERGY:1.354703,POWER:0.01354703,RMS:0.1163917,STD:0.04904443,Variance:0.002405356,SKEW:0.01016559,SLOPE:0.01428223
Ay:-0.2158203,MEAN:-0.0582178,MIN:-0.5402832,MAX:-0.01599121,Kurtosis:18.07838,Alteration:0.1816406,RANGE:0.524292,ENERGY:1.198807,POWER:0.01198807,RMS:0.10949,STD:0.09272948,Variance:0.008598758,SKEW:-0.03557496,SLOPE:0.1296387
Az:0.9915771,MEAN:0.9604923,MIN:0.1276855,MAX:0.9952393,Kurtosis:24.13184,Alteration:0.003660977,RANGE:0.8675537,ENERGY:94.52293,POWER:0.9452293,RMS:0.972229,STD:0.150611,Variance:0.02268368,SKEW:-0.1095048,SLOPE : 0.2385254
Gx:-4.673004,MEAN:-13.54918,MIN:-19.76868,MAX:140.3247,Kurtosis:28.56708,Alteration:-15.09569,RANGE:160.0934,ENERGY:74525.95,POWER:745.2595,RMS:27.29944,STD:23.69977,Variance:561.6791,SKEW:2849.15,SLOPE : -35.84381
Gy:33.15964,MEAN:40.28769,MIN:-23.49213,MAX:44.84589,Kurtosis:12.72272,Alteration:11.68629,RANGE:68.33802,ENERGY:180874.1,POWER:1808.741,RMS:42.5293,STD:13.6251,Variance:185.6433,SKEW:-644.1405,SLOPE : 10.58716
Gz:-27.05857,MEAN:10.48646,MIN:-39.2981,MAX:59.91913,Kurtosis:20.93703,Alteration:39.18596,RANGE:99.21722,ENERGY:19477.5,POWER:194.775,RMS:13.95618,STD:9.209193,Variance:84.80923,SKEW:-127.6634,SLOPE : -23.73139
